author_id,journal_id,t,work_id,topic_match_t
https://openalex.org/A5048223855,https://openalex.org/S4210219776,2017-08-10,https://openalex.org/W2743714710,0.7945
https://openalex.org/A5048223855,https://openalex.org/S190629608,2016-10-14,https://openalex.org/W2529999104,0.8384
https://openalex.org/A5048223855,https://openalex.org/S190629608,2017-01-23,https://openalex.org/W2582017947,0.9029
https://openalex.org/A5048223855,https://openalex.org/S4210219776,2017-08-28,https://openalex.org/W2746966637,0.8395
https://openalex.org/A5048223855,https://openalex.org/S4210173132,2022-06-09,https://openalex.org/W4281736224,0.9885
https://openalex.org/A5048223855,https://openalex.org/S4210173132,2019-02-25,https://openalex.org/W2916894366,0.9413
https://openalex.org/A5048223855,https://openalex.org/S4210192031,2021-04-01,https://openalex.org/W3150346602,0.9258
https://openalex.org/A5048223855,https://openalex.org/S190629608,2019-04-28,https://openalex.org/W2940772039,0.9445
https://openalex.org/A5048223855,https://openalex.org/S4210192031,2023-05-29,https://openalex.org/W4381572609,0.9172
https://openalex.org/A5048223855,https://openalex.org/S4210173132,2023-12-20,https://openalex.org/W4389991944,0.9664
https://openalex.org/A5048223855,https://openalex.org/S4210206423,2024-08-06,https://openalex.org/W4401352881,0.9336
https://openalex.org/A5048223855,https://openalex.org/S4210219776,2017-09-20,https://openalex.org/W2757947813,0.8654
https://openalex.org/A5048223855,https://openalex.org/S4210192031,2022-07-05,https://openalex.org/W4283823155,0.9195
https://openalex.org/A5048223855,https://openalex.org/S4210173132,2023-02-02,https://openalex.org/W4319000683,0.9708
https://openalex.org/A5048223855,https://openalex.org/S4210205812,2023-07-07,https://openalex.org/W4383818068,0.8508
https://openalex.org/A5048223855,https://openalex.org/S4210192031,2024-12-22,https://openalex.org/W4405722549,0.9178
https://openalex.org/A5048223855,https://openalex.org/S4210173132,2019-05-01,https://openalex.org/W2942584594,0.9669
https://openalex.org/A5048223855,https://openalex.org/S4210173132,2024-06-24,https://openalex.org/W4400009188,0.9692
https://openalex.org/A5048223855,https://openalex.org/S190629608,2023-05-31,https://openalex.org/W4378906427,0.9285
https://openalex.org/A5048223855,https://openalex.org/S4210173132,2023-05-06,https://openalex.org/W4382447797,0.9604
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2019-03-19,https://openalex.org/W2936503027,0.9784
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2020-11-04,https://openalex.org/W3094948551,0.9827
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2020-04-10,https://openalex.org/W3020873385,0.9807
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2021-09-10,https://openalex.org/W3200552577,0.9816
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2023-01-17,https://openalex.org/W4317040541,0.9794
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2023-05-13,https://openalex.org/W4376504082,0.9796
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2023-05-06,https://openalex.org/W4381542508,0.9792
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2024-01-02,https://openalex.org/W4390511453,0.9794
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2019-07-31,https://openalex.org/W2964551072,0.9767
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2023-07-17,https://openalex.org/W4384521853,0.9802
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2020-06-05,https://openalex.org/W3033637419,0.9826
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2023-10-12,https://openalex.org/W4387578673,0.9799
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2019-02-14,https://openalex.org/W2913149476,0.9706
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2016-05-28,https://openalex.org/W2395579298,0.8975
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2015-02-23,https://openalex.org/W2118023920,
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2021-07-19,https://openalex.org/W3176923149,0.9811
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2018-11-01,https://openalex.org/W2899434936,0.967
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2017-09-26,https://openalex.org/W2758375579,0.959
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2018-09-04,https://openalex.org/W2892312135,0.952
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2019-11-30,https://openalex.org/W2990580840,0.9792
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2019-07-18,https://openalex.org/W2962200422,0.9712
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2022-08-22,https://openalex.org/W4292974997,0.9804
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2023-04-11,https://openalex.org/W4364361380,0.9796
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2023-10-09,https://openalex.org/W4387458479,0.9795
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2024-01-03,https://openalex.org/W4390547629,0.9803
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2017-03-28,https://openalex.org/W2603666613,0.9377
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2019-02-28,https://openalex.org/W2919984788,0.976
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2019-07-30,https://openalex.org/W2965813329,0.9716
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2020-09-04,https://openalex.org/W3083683925,0.9824
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2019-08-03,https://openalex.org/W2966217148,0.9786
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2024-03-09,https://openalex.org/W4392617925,0.9793
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2023-06-19,https://openalex.org/W4381251322,0.9802
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2020-03-16,https://openalex.org/W3013997935,0.9794
https://openalex.org/A5089170562,https://openalex.org/S2737955091,2021-05-20,https://openalex.org/W3164313670,0.9814
https://openalex.org/A5074629800,https://openalex.org/S4210205812,2021-09-12,https://openalex.org/W3199146084,0.8768
https://openalex.org/A5074629800,https://openalex.org/S4210205812,2020-04-17,https://openalex.org/W3017305345,0.8289
https://openalex.org/A5074629800,https://openalex.org/S2764955546,2022-03-31,https://openalex.org/W4220956908,0.9098
https://openalex.org/A5074629800,https://openalex.org/S4210178049,2022-03-15,https://openalex.org/W4220970138,0.9173
https://openalex.org/A5074629800,https://openalex.org/S4210178049,2021-08-25,https://openalex.org/W3195105121,0.8804
https://openalex.org/A5074629800,https://openalex.org/S2485537415,2024-01-01,https://openalex.org/W4402773186,0.9388
https://openalex.org/A5074629800,https://openalex.org/S2898612692,2024-08-01,https://openalex.org/W4401486804,0.9498
https://openalex.org/A5074629800,https://openalex.org/S2485537415,2022-01-01,https://openalex.org/W4296473275,0.8754
https://openalex.org/A5074629800,https://openalex.org/S2485537415,2023-01-01,https://openalex.org/W4386825037,0.9008
https://openalex.org/A5074629800,https://openalex.org/S2485537415,2024-01-01,https://openalex.org/W4396754444,0.9388
https://openalex.org/A5074629800,https://openalex.org/S2485537415,2023-01-01,https://openalex.org/W4385338656,0.9008
https://openalex.org/A5074629800,https://openalex.org/S196734849,2024-11-19,https://openalex.org/W4404506855,0.9138
https://openalex.org/A5074629800,https://openalex.org/S2485537415,2024-01-01,https://openalex.org/W4391984060,0.9388
https://openalex.org/A5074629800,https://openalex.org/S202381698,2024-03-28,https://openalex.org/W4393253971,0.9485
https://openalex.org/A5074629800,https://openalex.org/S4210192031,2023-01-13,https://openalex.org/W4316467227,0.8784
https://openalex.org/A5074629800,https://openalex.org/S4210205812,2022-08-26,https://openalex.org/W4293413411,0.9083
https://openalex.org/A5074629800,https://openalex.org/S4210178049,2023-01-13,https://openalex.org/W4316039122,0.9514
https://openalex.org/A5074629800,https://openalex.org/S2485537415,2023-01-01,https://openalex.org/W4386524157,0.9008
https://openalex.org/A5074629800,https://openalex.org/S4210178049,2022-12-13,https://openalex.org/W4311376210,0.9406
https://openalex.org/A5074629800,https://openalex.org/S2764955546,2023-08-25,https://openalex.org/W4386170381,0.9419
https://openalex.org/A5074629800,https://openalex.org/S4210178049,2023-08-30,https://openalex.org/W4386292370,0.9613
https://openalex.org/A5074629800,https://openalex.org/S4210192031,2023-10-24,https://openalex.org/W4387904084,0.8977
https://openalex.org/A5074629800,https://openalex.org/S2485537415,2021-01-01,https://openalex.org/W3164947024,0.8402
https://openalex.org/A5074629800,https://openalex.org/S195231649,2019-11-04,https://openalex.org/W2988412621,
https://openalex.org/A5074629800,https://openalex.org/S2737955091,2024-06-17,https://openalex.org/W4399734362,0.9499
https://openalex.org/A5074629800,https://openalex.org/S2485537415,2022-01-01,https://openalex.org/W4205951200,0.8754
https://openalex.org/A5074629800,https://openalex.org/S4210219776,2023-08-25,https://openalex.org/W4386161539,0.938
https://openalex.org/A5074629800,https://openalex.org/S2485537415,2021-01-01,https://openalex.org/W3167335427,0.8402
https://openalex.org/A5074629800,https://openalex.org/S2485537415,2024-01-01,https://openalex.org/W4395661523,0.9388
https://openalex.org/A5074629800,https://openalex.org/S2485537415,2022-01-01,https://openalex.org/W4205363784,0.8754
https://openalex.org/A5074629800,https://openalex.org/S4210205812,2022-10-14,https://openalex.org/W4306362420,0.9122
https://openalex.org/A5074629800,https://openalex.org/S4210205812,2022-03-21,https://openalex.org/W4220949780,0.8959
https://openalex.org/A5074629800,https://openalex.org/S4210178049,2022-12-15,https://openalex.org/W4311783760,0.9405
https://openalex.org/A5074629800,https://openalex.org/S2764955546,2024-09-02,https://openalex.org/W4402127652,0.9635
https://openalex.org/A5091500375,https://openalex.org/S196734849,2024-02-29,https://openalex.org/W4392298212,0.898
https://openalex.org/A5091500375,https://openalex.org/S2485537415,2019-01-01,https://openalex.org/W2924610876,0.83
https://openalex.org/A5091500375,https://openalex.org/S2485537415,2021-01-01,https://openalex.org/W3138644639,0.9196
https://openalex.org/A5091500375,https://openalex.org/S2485537415,2023-08-14,https://openalex.org/W4385820046,0.9031
https://openalex.org/A5091500375,https://openalex.org/S4210228075,2021-10-25,https://openalex.org/W3209790225,0.8992
https://openalex.org/A5091500375,https://openalex.org/S2485537415,2023-01-01,https://openalex.org/W4385288643,0.9065
https://openalex.org/A5091500375,https://openalex.org/S2485537415,2022-01-01,https://openalex.org/W4226523368,0.9151
https://openalex.org/A5091500375,https://openalex.org/S2485537415,2023-01-01,https://openalex.org/W4386275771,0.9065
https://openalex.org/A5091500375,https://openalex.org/S195231649,2021-12-06,https://openalex.org/W4200292687,0.9061
https://openalex.org/A5091500375,https://openalex.org/S4210192031,2022-06-04,https://openalex.org/W4281673226,0.957
https://openalex.org/A5091500375,https://openalex.org/S4210192031,2023-02-08,https://openalex.org/W4319595422,0.9495
https://openalex.org/A5091500375,https://openalex.org/S4210192031,2022-08-04,https://openalex.org/W4289941892,0.954
https://openalex.org/A5091500375,https://openalex.org/S4210205812,2022-12-31,https://openalex.org/W4313472908,0.884
https://openalex.org/A5091500375,https://openalex.org/S2764413287,2023-10-20,https://openalex.org/W4387834977,0.9691
https://openalex.org/A5091500375,https://openalex.org/S2485537415,2022-01-01,https://openalex.org/W4293499212,0.9151
https://openalex.org/A5091500375,https://openalex.org/S2764846071,2018-07-31,https://openalex.org/W2886337336,
https://openalex.org/A5091500375,https://openalex.org/S4210192031,2023-10-10,https://openalex.org/W4387531873,0.9462
https://openalex.org/A5091500375,https://openalex.org/S2485537415,2022-01-01,https://openalex.org/W4205129187,0.9151
https://openalex.org/A5091500375,https://openalex.org/S196734849,2022-06-29,https://openalex.org/W4283696246,0.8794
https://openalex.org/A5091500375,https://openalex.org/S2485537415,2020-01-01,https://openalex.org/W3092431010,0.8697
https://openalex.org/A5091500375,https://openalex.org/S2485537415,2020-01-01,https://openalex.org/W3096764957,0.8697
https://openalex.org/A5091500375,https://openalex.org/S2485537415,2020-12-28,https://openalex.org/W3114543730,0.8919
https://openalex.org/A5091500375,https://openalex.org/S2898612692,2024-05-23,https://openalex.org/W4398780590,0.9187
https://openalex.org/A5091500375,https://openalex.org/S125501549,2020-12-23,https://openalex.org/W3113722716,0.8886
https://openalex.org/A5091500375,https://openalex.org/S4210192031,2021-12-02,https://openalex.org/W3215779613,0.9513
https://openalex.org/A5091500375,https://openalex.org/S2764413287,2023-08-05,https://openalex.org/W4385606098,0.9697
https://openalex.org/A5091500375,https://openalex.org/S2485537415,2023-01-01,https://openalex.org/W4385212463,0.9065
https://openalex.org/A5091500375,https://openalex.org/S2485537415,2023-01-01,https://openalex.org/W4365790347,0.9065
https://openalex.org/A5091500375,https://openalex.org/S4210178049,2023-11-09,https://openalex.org/W4388533824,0.8748
https://openalex.org/A5091500375,https://openalex.org/S4210228075,2023-01-03,https://openalex.org/W4313461565,0.8928
https://openalex.org/A5033580486,https://openalex.org/S4210192031,2023-02-16,https://openalex.org/W4321094913,0.8828
https://openalex.org/A5033580486,https://openalex.org/S4210205812,2020-02-10,https://openalex.org/W3005852761,0.9025
https://openalex.org/A5033580486,https://openalex.org/S2485537415,2021-01-01,https://openalex.org/W3213294137,0.9054
https://openalex.org/A5033580486,https://openalex.org/S4210205812,2021-02-24,https://openalex.org/W3132983351,0.944
https://openalex.org/A5033580486,https://openalex.org/S2485537415,2022-01-01,https://openalex.org/W4312587903,0.9225
https://openalex.org/A5033580486,https://openalex.org/S4210205812,2021-07-17,https://openalex.org/W3185395727,0.9393
https://openalex.org/A5033580486,https://openalex.org/S2485537415,2021-01-01,https://openalex.org/W4205134647,0.9054
https://openalex.org/A5033580486,https://openalex.org/S2485537415,2021-01-01,https://openalex.org/W3196539931,0.9054
https://openalex.org/A5033580486,https://openalex.org/S2485537415,2022-01-01,https://openalex.org/W4312522936,0.9225
https://openalex.org/A5033580486,https://openalex.org/S2485537415,2022-01-01,https://openalex.org/W4225925868,0.9225
https://openalex.org/A5033580486,https://openalex.org/S4210205812,2021-01-13,https://openalex.org/W3119175962,0.9316
https://openalex.org/A5033580486,https://openalex.org/S2485537415,2022-01-01,https://openalex.org/W4212947519,0.9225
https://openalex.org/A5033580486,https://openalex.org/S2485537415,2023-01-01,https://openalex.org/W4386280824,0.9169
https://openalex.org/A5033580486,https://openalex.org/S2485537415,2019-01-01,https://openalex.org/W2982245839,
https://openalex.org/A5033580486,https://openalex.org/S4210205812,2022-09-14,https://openalex.org/W4295765453,0.9391
https://openalex.org/A5033580486,https://openalex.org/S4210192031,2022-10-02,https://openalex.org/W4303856655,0.8726
https://openalex.org/A5033580486,https://openalex.org/S4210205812,2021-07-19,https://openalex.org/W3186566946,0.9373
https://openalex.org/A5033580486,https://openalex.org/S4210205812,2022-04-19,https://openalex.org/W4224229733,0.9404
https://openalex.org/A5033580486,https://openalex.org/S2485537415,2020-01-01,https://openalex.org/W3037496935,0.8185
https://openalex.org/A5033580486,https://openalex.org/S2485537415,2020-01-01,https://openalex.org/W3028827502,0.8185
https://openalex.org/A5033580486,https://openalex.org/S4210205812,2024-04-10,https://openalex.org/W4394689156,0.948
https://openalex.org/A5033580486,https://openalex.org/S2485537415,2022-01-01,https://openalex.org/W4226185099,0.9225
https://openalex.org/A5033580486,https://openalex.org/S4210205812,2021-12-03,https://openalex.org/W4200223488,0.9446
https://openalex.org/A5033580486,https://openalex.org/S4210205812,2022-05-30,https://openalex.org/W4281795625,0.9413
https://openalex.org/A5033580486,https://openalex.org/S4210205812,2022-12-05,https://openalex.org/W4311532761,0.9421
https://openalex.org/A5033580486,https://openalex.org/S4210205812,2023-11-16,https://openalex.org/W4388774321,0.9466
https://openalex.org/A5033580486,https://openalex.org/S4210205812,2022-09-20,https://openalex.org/W4296467483,0.9407
https://openalex.org/A5033580486,https://openalex.org/S4210205812,2024-06-02,https://openalex.org/W4399289455,0.9478
https://openalex.org/A5033580486,https://openalex.org/S4210205812,2022-07-01,https://openalex.org/W4283786491,0.9413
https://openalex.org/A5033580486,https://openalex.org/S2485537415,2024-01-01,https://openalex.org/W4394896986,0.9172
https://openalex.org/A5090320352,https://openalex.org/S190629608,2017-07-05,https://openalex.org/W2725188468,0.8912
https://openalex.org/A5090320352,https://openalex.org/S190629608,2017-07-20,https://openalex.org/W2738796386,0.9184
https://openalex.org/A5090320352,https://openalex.org/S4210192031,2024-06-08,https://openalex.org/W4399492875,0.9238
https://openalex.org/A5090320352,https://openalex.org/S4210173132,2019-01-15,https://openalex.org/W2910176920,
https://openalex.org/A5090320352,https://openalex.org/S190629608,2021-04-12,https://openalex.org/W3156142979,0.9411
https://openalex.org/A5090320352,https://openalex.org/S207319443,2018-01-01,https://openalex.org/W2802174584,0.8912
https://openalex.org/A5090320352,https://openalex.org/S190629608,2019-01-09,https://openalex.org/W2908959496,0.9542
https://openalex.org/A5090320352,https://openalex.org/S4210173132,2019-01-24,https://openalex.org/W2913029579,0.8939
https://openalex.org/A5090320352,https://openalex.org/S4210173132,2023-07-28,https://openalex.org/W4385343441,0.9651
https://openalex.org/A5090320352,https://openalex.org/S4210192031,2021-10-01,https://openalex.org/W3205528911,0.937
https://openalex.org/A5090320352,https://openalex.org/S4210173132,2021-08-19,https://openalex.org/W3194046117,0.965
https://openalex.org/A5090320352,https://openalex.org/S4210173132,2023-09-24,https://openalex.org/W4387024385,0.9686
https://openalex.org/A5090320352,https://openalex.org/S4210173132,2024-05-30,https://openalex.org/W4399179674,0.971
https://openalex.org/A5090320352,https://openalex.org/S4210173132,2023-04-17,https://openalex.org/W4366090730,0.9688
https://openalex.org/A5090320352,https://openalex.org/S4210205812,2023-12-08,https://openalex.org/W4389487331,0.8595
https://openalex.org/A5090320352,https://openalex.org/S4210173132,2023-08-29,https://openalex.org/W4386246370,0.9668
https://openalex.org/A5090320352,https://openalex.org/S101949793,2016-09-09,https://openalex.org/W2508549852,
https://openalex.org/A5090320352,https://openalex.org/S190629608,2016-10-14,https://openalex.org/W2529999104,0.7976
https://openalex.org/A5090320352,https://openalex.org/S4210219776,2017-08-28,https://openalex.org/W2746966637,0.8429
https://openalex.org/A5090320352,https://openalex.org/S4210173132,2022-06-09,https://openalex.org/W4281736224,0.9791
https://openalex.org/A5090320352,https://openalex.org/S190629608,2017-07-21,https://openalex.org/W2747278455,0.9234
https://openalex.org/A5090320352,https://openalex.org/S4210173132,2023-12-20,https://openalex.org/W4389991944,0.9712
https://openalex.org/A5090320352,https://openalex.org/S4210219776,2017-09-20,https://openalex.org/W2757947813,0.8795
https://openalex.org/A5090320352,https://openalex.org/S4210192031,2022-07-05,https://openalex.org/W4283823155,0.9291
https://openalex.org/A5090320352,https://openalex.org/S4210173132,2022-09-19,https://openalex.org/W4296526146,0.9802
https://openalex.org/A5090320352,https://openalex.org/S4210173132,2023-02-02,https://openalex.org/W4319000683,0.9753
https://openalex.org/A5090320352,https://openalex.org/S4210205812,2023-07-07,https://openalex.org/W4383818068,0.8599
https://openalex.org/A5090320352,https://openalex.org/S4210192031,2024-12-22,https://openalex.org/W4405722549,0.9203
https://openalex.org/A5090320352,https://openalex.org/S4210173132,2024-06-24,https://openalex.org/W4400009188,0.9723
https://openalex.org/A5072631017,https://openalex.org/S2485537415,2021-01-01,https://openalex.org/W4206385874,
https://openalex.org/A5072631017,https://openalex.org/S2485537415,2022-01-01,https://openalex.org/W4285191770,0.8994
https://openalex.org/A5072631017,https://openalex.org/S4210206423,2023-04-06,https://openalex.org/W4362665748,0.96
https://openalex.org/A5072631017,https://openalex.org/S196734849,2022-04-15,https://openalex.org/W4224237294,0.8363
https://openalex.org/A5072631017,https://openalex.org/S101949793,2021-07-31,https://openalex.org/W3189033801,0.8293
https://openalex.org/A5072631017,https://openalex.org/S196734849,2022-04-01,https://openalex.org/W4225843102,0.8334
https://openalex.org/A5072631017,https://openalex.org/S2485537415,2022-01-01,https://openalex.org/W4312537919,0.8994
https://openalex.org/A5072631017,https://openalex.org/S4210206423,2022-11-20,https://openalex.org/W4309663545,0.9281
https://openalex.org/A5072631017,https://openalex.org/S196734849,2023-12-05,https://openalex.org/W4389396452,0.8651
https://openalex.org/A5072631017,https://openalex.org/S101949793,2021-11-15,https://openalex.org/W3211367374,0.8344
https://openalex.org/A5072631017,https://openalex.org/S4210178049,2023-08-17,https://openalex.org/W4385953737,0.8407
https://openalex.org/A5072631017,https://openalex.org/S4210178049,2023-06-01,https://openalex.org/W4379058609,0.8416
https://openalex.org/A5072631017,https://openalex.org/S4210205812,2021-05-12,https://openalex.org/W3160097676,0.7649
https://openalex.org/A5072631017,https://openalex.org/S101949793,2022-01-23,https://openalex.org/W4206918024,0.8624
https://openalex.org/A5072631017,https://openalex.org/S2485537415,2022-01-01,https://openalex.org/W4213364920,0.8994
https://openalex.org/A5072631017,https://openalex.org/S196734849,2023-05-31,https://openalex.org/W4378901572,0.8552
https://openalex.org/A5072631017,https://openalex.org/S196734849,2022-06-15,https://openalex.org/W4282938250,0.8558
https://openalex.org/A5072631017,https://openalex.org/S101949793,2021-07-03,https://openalex.org/W3179292964,0.82
https://openalex.org/A5072631017,https://openalex.org/S196734849,2023-06-26,https://openalex.org/W4382137125,0.8563
https://openalex.org/A5072631017,https://openalex.org/S2485537415,2022-01-01,https://openalex.org/W4294871833,0.8994
https://openalex.org/A5072631017,https://openalex.org/S4210178049,2022-05-13,https://openalex.org/W4280649213,0.8414
https://openalex.org/A5072631017,https://openalex.org/S4210206423,2023-03-14,https://openalex.org/W4324141208,0.9493
https://openalex.org/A5072631017,https://openalex.org/S4210206423,2023-10-01,https://openalex.org/W4387265282,0.9763
https://openalex.org/A5072631017,https://openalex.org/S4210206423,2024-02-23,https://openalex.org/W4392125619,0.9799
https://openalex.org/A5072631017,https://openalex.org/S4210178049,2022-03-07,https://openalex.org/W4220846003,0.8247
https://openalex.org/A5072631017,https://openalex.org/S4210178049,2023-11-09,https://openalex.org/W4388533824,0.85
https://openalex.org/A5072631017,https://openalex.org/S101949793,2022-02-24,https://openalex.org/W4214689360,0.8597
https://openalex.org/A5057217204,https://openalex.org/S2485537415,2020-01-01,https://openalex.org/W3040989605,0.9033
https://openalex.org/A5057217204,https://openalex.org/S2485537415,2020-01-01,https://openalex.org/W3004894624,0.9033
https://openalex.org/A5057217204,https://openalex.org/S190629608,2020-12-18,https://openalex.org/W3112113220,0.933
https://openalex.org/A5057217204,https://openalex.org/S2485537415,2019-01-01,https://openalex.org/W2922032333,0.7827
https://openalex.org/A5057217204,https://openalex.org/S2485537415,2020-01-01,https://openalex.org/W3038588646,0.9033
https://openalex.org/A5057217204,https://openalex.org/S4210192031,2022-07-05,https://openalex.org/W4283825665,0.9675
https://openalex.org/A5057217204,https://openalex.org/S196734849,2024-01-06,https://openalex.org/W4390639346,0.9111
https://openalex.org/A5057217204,https://openalex.org/S4210192031,2022-01-24,https://openalex.org/W4210525149,0.9575
https://openalex.org/A5057217204,https://openalex.org/S2485537415,2019-01-01,https://openalex.org/W2996373059,0.7827
https://openalex.org/A5057217204,https://openalex.org/S4210192031,2022-12-02,https://openalex.org/W4311111663,0.963
https://openalex.org/A5057217204,https://openalex.org/S195231649,2022-11-17,https://openalex.org/W4309737898,0.9245
https://openalex.org/A5057217204,https://openalex.org/S34838331,2022-06-27,https://openalex.org/W4283641397,0.8587
https://openalex.org/A5057217204,https://openalex.org/S4210192031,2021-11-03,https://openalex.org/W3208021954,0.956
https://openalex.org/A5057217204,https://openalex.org/S4210192031,2022-10-02,https://openalex.org/W4303856786,0.9638
https://openalex.org/A5057217204,https://openalex.org/S4210205812,2023-03-02,https://openalex.org/W4323047033,0.912
https://openalex.org/A5057217204,https://openalex.org/S4210192031,2022-01-31,https://openalex.org/W4210479225,0.9652
https://openalex.org/A5057217204,https://openalex.org/S4210192031,2021-09-19,https://openalex.org/W3200802697,0.9531
https://openalex.org/A5057217204,https://openalex.org/S4210192031,2022-01-30,https://openalex.org/W4210744365,0.961
https://openalex.org/A5057217204,https://openalex.org/S2764846071,2018-09-25,https://openalex.org/W2892729613,
https://openalex.org/A5057217204,https://openalex.org/S4210192031,2021-09-23,https://openalex.org/W3202596486,0.956
https://openalex.org/A5057217204,https://openalex.org/S4210192031,2022-04-12,https://openalex.org/W4223501034,0.9639
https://openalex.org/A5057217204,https://openalex.org/S4210192031,2022-06-01,https://openalex.org/W4281673962,0.9657
https://openalex.org/A5057217204,https://openalex.org/S4210192031,2023-02-17,https://openalex.org/W4321375188,0.9613
https://openalex.org/A5057217204,https://openalex.org/S2485537415,2023-01-01,https://openalex.org/W4382468183,0.9274
https://openalex.org/A5057217204,https://openalex.org/S2764413287,2023-06-16,https://openalex.org/W4380927874,0.9706
https://openalex.org/A5057217204,https://openalex.org/S2485537415,2021-01-01,https://openalex.org/W3197363096,0.9058
https://openalex.org/A5057217204,https://openalex.org/S4210219776,2021-07-22,https://openalex.org/W3183435761,0.8746
https://openalex.org/A5023403556,https://openalex.org/S190629608,2020-12-18,https://openalex.org/W3112113220,0.8518
https://openalex.org/A5023403556,https://openalex.org/S2485537415,2023-01-01,https://openalex.org/W4386275771,0.9053
https://openalex.org/A5023403556,https://openalex.org/S4210192031,2022-03-22,https://openalex.org/W4293162690,0.9464
https://openalex.org/A5023403556,https://openalex.org/S196734849,2024-03-05,https://openalex.org/W4392458652,0.8954
https://openalex.org/A5023403556,https://openalex.org/S195231649,2021-12-06,https://openalex.org/W4200292687,0.8914
https://openalex.org/A5023403556,https://openalex.org/S4210192031,2022-06-04,https://openalex.org/W4281673226,0.9546
https://openalex.org/A5023403556,https://openalex.org/S4210192031,2022-04-14,https://openalex.org/W4224288469,0.9494
https://openalex.org/A5023403556,https://openalex.org/S4210192031,2022-10-02,https://openalex.org/W4303856673,0.9547
https://openalex.org/A5023403556,https://openalex.org/S2764846071,2018-07-21,https://openalex.org/W2883947571,
https://openalex.org/A5023403556,https://openalex.org/S195231649,2022-11-17,https://openalex.org/W4309737898,0.9023
